Date,US_dollar,Euro,Japanese_yen,Canadian_dollar,Indian_rupee,Chinese_renmimbi,Indonesian_rupiah,UAE_dirham,Thai_baht,Vietnamese_dong,Egyptian_pound,Korean_won,Russian_ruble,SouthAfrican_rand,Australian_dollar
12/31/1997,290.2,266.1,"37,733.30",415.3,"11,378.70","2,402.70","1,594,648.70","1,065.80","13,973.10","3,567,035.90",987.4,"491,888.90","1,740.50","1,412.30",445.4
1/1/1998,290.2,266.1,"37,733.30",415.3,"11,378.70","2,402.70","1,594,648.70","1,065.80","13,973.10","3,567,035.90",987.4,"491,888.90","1,740.50","1,412.30",445.4
1/2/1998,288,264.8,"38,109.60",410.6,"11,321.30","2,384.50","1,728,000.00","1,057.70","13,867.20","3,540,098.00",977.6,"488,160.00","1,728.00","1,405.90",443.1
1/5/1998,284.4,263.6,"38,066.90",405.1,"11,206.80","2,354.80","1,941,029.30","1,044.60","14,191.60","3,495,846.40",967.5,"506,231.80","1,706.40","1,397.30",442.3
1/6/1998,282.8,262.9,"37,782.10",404.7,"11,157.90","2,341.60","2,149,278.50","1,038.70","14,762.20","3,476,286.80",962.5,"493,909.90","1,696.50","1,397.70",447
1/7/1998,281.6,262.2,"37,190.90",403.6,"11,147.10","2,331.70","2,238,718.80","1,034.30","14,924.80","3,461,535.40",959,"492,518.10","1,689.30","1,387.70",440.1
1/8/1998,281.7,261,"37,355.20",403.4,"11,166.00","2,332.00","2,844,664.00","1,034.50","15,061.20","3,462,041.20",959.3,"503,449.20","1,689.80","1,392.30",442.4
1/9/1998,278.7,258.8,"36,656.00",396.7,"11,061.60","2,307.50","2,494,364.60","1,023.70","15,112.50","3,425,641.80",949.1,"504,168.20","1,672.10","1,376.50",431.8
1/12/1998,278.9,258.7,"37,114.60",399.9,"11,090.50","2,309.10","2,510,099.10","1,024.40","15,813.60","3,428,098.00",949.9,"484,449.10","1,674.40","1,391.90",435.4
1/13/1998,279.5,259.7,"36,847.90",400.8,"11,147.90","2,314.00","2,417,675.00","1,026.60","15,575.10","3,435,862.80",951.2,"493,038.00","1,678.40","1,390.80",432.6
1/14/1998,282.5,262.8,"37,162.90",405.1,"11,348.00","2,338.80","2,062,250.00","1,037.60","15,000.80","3,470,937.10",962.3,"468,950.00","1,697.30","1,397.00",436.5
1/15/1998,282.5,263.8,"36,863.40",405.8,"11,377.70","2,338.70","2,528,375.00","1,037.60","15,007.80","3,472,600.10",962.1,"453,130.00","1,702.40","1,405.90",436
1/16/1998,290,270.4,"37,405.70",416.6,"11,556.50","2,400.90","2,537,500.00","1,065.10","15,355.50","3,564,791.20",987.7,"469,510.00","1,748.00","1,441.50",437.9
1/19/1998,287.3,269.1,"37,012.20",412.8,"11,197.00","2,378.10","2,886,862.50","1,055.10","15,195.50","3,530,879.80",979,"454,716.80","1,726.60","1,429.90",430
1/20/1998,288.4,270.7,"37,194.90",414.8,"11,250.50","2,387.60","2,956,099.00","1,059.30","15,328.50","3,545,009.20",980.4,"473,264.20","1,733.30","1,434.90",433.8
1/21/1998,291,271.3,"37,173.80",419.7,"11,276.30","2,409.10","3,302,850.00","1,068.90","15,568.50","3,577,088.10",990.5,"501,684.00","1,753.10","1,444.10",440
1/22/1998,293.8,270.2,"37,422.80",426,"11,384.70","2,432.20","3,892,847.40","1,079.20","15,879.90","3,611,060.10","1,003.30","516,206.30","1,777.30","1,450.30",446.2
1/23/1998,291,264.5,"36,680.60",422.7,"11,250.10","2,409.00","4,495,950.00","1,068.80","15,946.80","3,576,540.20",993.8,"508,086.00","1,759.40","1,434.50",439.3
1/26/1998,302.8,276.5,"38,201.00",438.5,"11,671.00","2,506.40","4,344,462.50","1,112.00","16,560.40","3,720,956.30","1,030.50","508,165.90","1,831.80","1,483.00",451.3
1/27/1998,298.9,273.1,"37,616.60",434.2,"11,358.20","2,474.40","3,497,128.90","1,097.90","16,357.30","3,673,741.10","1,017.40","501,703.50","1,807.90","1,468.40",443.3
1/28/1998,300,276.6,"37,519.50",437.5,"11,626.50","2,483.60","3,450,000.00","1,101.90","16,432.50","3,687,150.70","1,024.20","503,550.00","1,815.50","1,475.30",442.6
1/29/1998,302.5,281.7,"37,873.00",442.4,"11,714.30","2,504.30","3,312,375.00","1,111.10","16,646.60","3,717,880.80","1,032.60","507,746.30","1,830.70","1,489.70",446.7
1/30/1998,304.9,284.5,"38,655.00",445.6,"11,834.30","2,523.70","3,200,923.50","1,119.70","16,080.80","3,746,759.00","1,040.30","464,591.20","1,842.00","1,505.00",444.8
2/2/1998,301.5,280.5,"38,218.10",438.1,"11,722.30","2,496.00","3,037,612.50","1,107.40","15,361.40","3,705,854.10","1,025.90","469,134.00","1,815.80","1,486.60",439.8
2/3/1998,298.4,277.1,"37,656.20",433.5,"11,559.60","2,469.90","3,043,168.50","1,095.80","14,395.40","3,667,016.30","1,018.40","471,392.80","1,802.30","1,471.60",437.1
2/4/1998,298.2,275.3,"36,985.50",431.2,"11,539.90","2,468.40","2,906,961.60","1,095.10","14,982.00","3,664,560.20","1,014.50","479,425.00","1,805.20","1,467.60",439.2
2/5/1998,298.5,272.7,"36,797.60",429.9,"11,572.80","2,471.20","2,940,225.00","1,096.40","14,596.70","3,668,718.90","1,015.70","478,794.00","1,809.20","1,465.30",440.2
2/6/1998,299.1,274,"36,965.80",426.9,"11,560.20","2,476.10","2,916,223.60","1,098.60","14,371.70","3,676,238.70","1,021.00","464,801.20","1,808.50","1,464.50",445.8
2/9/1998,300.6,278.5,"37,378.10",431.3,"11,645.20","2,488.50","2,840,668.60","1,104.10","14,368.70","3,694,523.70","1,022.90","468,034.00","1,813.20","1,477.30",447.3
2/10/1998,299.5,276.7,"36,964.30",428.7,"11,620.60","2,479.50","2,321,125.00","1,100.00","13,522.40","3,681,007.20","1,019.10","474,408.00","1,808.40","1,475.80",440.4
2/11/1998,298.5,277.5,"36,891.40",428.7,"11,557.50","2,470.90","2,253,297.10","1,096.20","12,997.50","3,668,100.60","1,019.20","477,967.60","1,806.20","1,470.60",440.5
2/12/1998,299.5,276.7,"37,012.00",430.6,"11,617.20","2,479.30","2,320,737.10","1,099.90","13,430.30","3,680,544.70","1,018.90","486,755.90","1,812.60","1,476.70",441.6
2/13/1998,299.2,278.7,"37,502.90",431.5,"11,598.80","2,476.80","2,812,009.10","1,098.80","13,865.60","3,676,966.10","1,017.90","485,071.60","1,808.40","1,477.40",445.4
2/16/1998,298.2,277,"37,585.10",430.8,"11,588.10","2,469.00","2,937,269.50","1,095.30","14,179.40","3,856,291.20","1,014.60","496,502.90","1,803.30","1,473.40",449.4
2/17/1998,299.3,278.9,"37,873.40",431.3,"11,636.00","2,478.10","2,813,418.20","1,099.30","13,767.80","3,878,483.90","1,019.80","505,367.70","1,812.90","1,477.80",447.1
2/18/1998,298.2,277,"37,680.20",428.7,"11,577.20","2,468.60","2,728,071.60","1,095.10","13,610.50","3,870,139.50","1,015.20","509,836.30","1,808.60","1,474.40",445.3
2/19/1998,298,277.5,"37,680.60",424.7,"11,584.80","2,467.30","2,592,600.00","1,094.60","13,112.00","3,867,476.50","1,016.20","497,809.00","1,803.10","1,473.00",440.8
2/20/1998,296.7,276,"37,845.60",421.3,"11,551.30","2,456.40","2,744,474.60","1,089.80","13,218.00","3,850,718.10","1,012.90","491,780.20","1,795.00","1,468.40",440.9
2/23/1998,292.7,268.9,"37,448.00",416.6,"11,475.30","2,423.30","2,809,919.50","1,075.10","13,069.10","3,798,548.70",996.6,"486,321.00","1,773.20","1,447.00",438.4
2/24/1998,291.4,268.1,"37,259.90",414.8,"11,433.10","2,412.50","2,753,729.10","1,070.30","12,763.30","3,781,933.50",992.2,"481,975.40","1,765.10","1,438.40",438
2/25/1998,292.3,270.4,"37,574.60",415.7,"11,463.50","2,419.50","2,761,762.50","1,073.40","12,639.80","3,794,582.50",996.4,"480,020.60","1,769.60","1,443.30",438.9
2/26/1998,293,271.2,"37,548.00",416,"11,510.50","2,425.80","2,702,925.00","1,076.20","12,555.10","3,801,416.20",997.3,"484,768.50","1,775.60","1,449.70",436
2/27/1998,297.4,275.7,"37,570.50",423.3,"11,702.70","2,462.10","2,631,989.10","1,092.30","12,817.90","3,858,168.80","1,012.30","485,654.00","1,798.80","1,469.60",436.5
3/2/1998,298.4,275.9,"37,432.50",425.7,"11,784.80","2,470.00","2,625,478.70","1,095.80","12,993.10","3,871,723.00","1,018.10","462,740.60","1,805.30","1,471.90",437.9
3/3/1998,297,274.3,"37,402.70",421.3,"11,724.10","2,458.90","2,702,700.00","1,090.90","13,023.50","3,854,323.70","1,012.30","461,835.00","1,799.70","1,464.00",436.4
3/4/1998,296.8,275.5,"37,530.00",422.1,"11,717.20","2,456.80","2,863,637.50","1,089.90","13,175.70","3,850,661.80","1,010.10","464,265.40","1,798.40","1,463.00",439.1
3/5/1998,293.7,274.2,"37,498.10",418.2,"11,606.30","2,431.60","3,142,589.50","1,078.70","13,187.10","3,810,465.50","1,000.10","470,213.60","1,781.90","1,454.30",439.2
3/6/1998,294.9,275.7,"37,701.50",418.9,"11,661.80","2,441.40","3,155,429.00","1,083.20","13,108.30","3,826,651.80","1,006.40","482,603.70","1,798.90","1,468.90",440.5
3/9/1998,293.9,274,"37,533.40",415.4,"11,606.30","2,432.80","3,188,270.90","1,079.30","13,135.10","3,814,317.80","1,000.20","473,979.80","1,782.80","1,463.20",440.7
3/10/1998,294.4,275.2,"37,593.40",416.5,"11,631.70","2,437.40","3,091,199.00","1,081.30","12,865.30","3,821,604.90","1,002.40","469,126.20","1,784.10","1,465.10",439.9
3/11/1998,294.1,275.7,"38,038.90",413.8,"11,614.00","2,435.00","3,132,163.40","1,080.20","12,837.50","3,817,563.80","1,003.90","465,118.90","1,784.90","1,465.50",441.3
3/12/1998,293.9,274.2,"38,077.10",414.6,"11,607.10","2,432.90","3,107,462.20","1,079.30","12,620.90","3,814,022.50","1,003.90","455,173.40","1,783.20","1,464.40",439.4
3/13/1998,294.6,273.2,"37,755.40",415.3,"11,634.60","2,438.70","2,857,133.10","1,081.90","11,885.10","3,823,256.90","1,006.60","448,452.10","1,787.60","1,463.60",436.6
3/16/1998,294.2,273.5,"38,144.50",415.9,"11,628.30","2,435.70","3,030,259.50","1,080.60","11,841.60","3,818,129.10","1,005.50","429,973.20","1,785.00","1,462.00",439.7
3/17/1998,293.8,272.1,"37,961.90",416.5,"11,616.80","2,432.40","3,004,103.00","1,079.10","11,810.80","3,813,375.10","1,001.80","431,298.10","1,783.10","1,459.30",438.1
3/18/1998,290.4,270.7,"37,817.30",411.9,"11,481.00","2,404.20","3,005,639.00","1,066.60","11,920.90","3,769,393.90",990.1,"431,389.10","1,765.20","1,444.90",436.8
3/19/1998,291.5,271.9,"38,008.70",413.1,"11,523.40","2,413.40","2,973,300.00","1,070.70","11,689.20","3,783,088.30",996.2,"429,379.50","1,772.50","1,450.10",439.9
3/20/1998,292.4,273.7,"38,136.30",414.7,"11,554.60","2,420.80","2,821,659.10","1,074.00","11,593.70","3,795,676.70",999.6,"423,395.10","1,776.50","1,456.20",440.2
3/23/1998,293,273.4,"38,180.80",415.6,"11,584.50","2,425.90","2,651,650.00","1,076.20","11,280.50","3,802,990.70",998.1,"400,531.00","1,782.00","1,459.40",439.2
3/24/1998,300.3,280.4,"39,145.60",426.5,"11,869.30","2,486.40","2,567,563.30","1,103.00","11,652.40","3,897,892.00","1,022.90","413,362.70","1,827.00","1,494.10",447.3
3/25/1998,299.3,279.1,"38,582.30",422.6,"11,821.90","2,477.70","2,506,218.80","1,099.10","11,476.20","3,884,716.50","1,022.70","415,359.00","1,822.70","1,487.70",446.3
3/26/1998,299.6,278.9,"38,597.50",423.1,"11,837.60","2,480.50","2,509,148.80","1,100.40","11,557.10","3,889,443.20","1,020.90","417,792.00","1,825.00","1,489.90",445
3/27/1998,302,281.9,"39,354.60",427.1,"11,927.80","2,499.90","2,551,477.10","1,109.00","11,428.80","3,919,618.20","1,032.40","416,313.50","1,838.70","1,502.40",448.3
3/30/1998,301.9,284.3,"39,886.40",429.3,"11,923.50","2,499.00","2,626,093.70","1,108.60","11,606.10","3,917,706.90","1,031.80","417,609.30","1,838.00","1,513.90",455.3
3/31/1998,301,284.2,"40,139.90",428.1,"11,884.20","2,492.10","2,603,650.00","1,105.60","11,814.30","3,906,566.00","1,025.30","416,885.00","1,835.50","1,516.70",453.9
4/1/1998,301,284.2,"40,093.20",426.6,"11,886.50","2,492.10","2,588,600.00","1,105.60","11,934.70","3,908,182.00","1,025.70","418,540.50","1,838.80","1,518.20",455.4
4/2/1998,300.3,283.5,"40,075.00",426.6,"11,865.60","2,486.30","2,567,563.30","1,103.00","12,237.20","3,897,593.20","1,027.20","424,774.10","1,840.20","1,514.30",457.6
4/3/1998,306,288.6,"41,230.40",434.4,"12,085.50","2,533.60","2,662,200.00","1,123.90","12,561.30","3,971,452.10","1,046.70","442,782.00","1,875.60","1,542.90",464.9
4/6/1998,310.6,292.3,"41,845.60",440.5,"12,284.20","2,571.60","2,640,098.80","1,140.80","12,424.00","4,031,276.60","1,062.40","457,824.20","1,904.80","1,566.50",470.2
4/7/1998,309.2,290.4,"41,329.20",439.7,"12,244.30","2,560.10","2,620,469.60","1,135.70","12,352.50","4,014,499.00","1,057.60","443,701.90","1,896.60","1,561.90",469.3
4/8/1998,308.8,287.8,"40,971.60",440.1,"12,222.30","2,556.70","2,609,358.40","1,134.20","12,375.20","4,009,308.20","1,056.30","436,179.70","1,892.20","1,557.70",469.6
4/9/1998,307.7,285.6,"40,017.60",438.7,"12,176.80","2,547.20","2,491,964.20","1,130.00","12,229.10","3,995,143.10","1,051.70","426,864.20","1,884.70","1,549.50",468.2
4/10/1998,307.7,285.6,"40,017.60",438.7,"12,176.80","2,547.20","2,491,964.20","1,130.00","12,229.10","3,995,143.10","1,051.70","426,864.20","1,884.70","1,549.50",468.2
4/13/1998,307.7,286.4,"39,825.30",439.5,"12,186.80","2,547.10","2,307,374.30","1,130.00","12,259.90","3,995,490.40","1,049.10","431,786.60","1,888.20","1,550.10",469.5
4/14/1998,309.5,285.2,"40,058.60",443.7,"12,260.10","2,562.40","2,367,675.00","1,136.80","12,333.60","4,019,982.10","1,055.40","432,681.00","1,900.30","1,557.30",478
4/15/1998,307.2,282.1,"39,730.20",441.9,"12,197.40","2,543.40","2,396,159.60","1,128.30","12,257.30","3,989,914.60","1,047.60","427,929.50","1,886.70","1,545.70",472.6
4/16/1998,306.3,282.9,"40,365.70",440.2,"12,162.80","2,536.10","2,465,713.40","1,125.00","12,236.70","3,978,525.10","1,046.90","423,918.90","1,881.20","1,545.90",471.6
4/17/1998,308.5,284.8,"40,613.60",441.2,"12,240.10","2,553.80","2,498,444.60","1,132.90","12,168.40","4,006,457.10","1,054.30","427,049.00","1,894.80","1,555.10",472.7
4/20/1998,307.5,283.1,"40,654.10",438.7,"12,193.50","2,545.50","2,490,344.60","1,129.20","12,067.40","3,991,969.60","1,050.70","425,357.00","1,888.50","1,552.60",476.1
4/21/1998,307.5,281.3,"40,400.90",439.9,"12,205.00","2,545.90","2,429,250.00","1,129.40","12,023.30","3,992,428.70","1,048.20","423,427.50","1,881.90","1,552.40",474
4/22/1998,312.8,286.4,"40,850.10",448,"12,419.70","2,589.60","2,486,758.50","1,148.90","12,288.30","4,061,237.50","1,066.30","430,099.70","1,918.10","1,578.90",479.8
4/23/1998,312.8,287.4,"40,663.80",448.2,"12,420.90","2,589.20","2,494,181.30","1,148.70","12,291.10","4,060,118.30","1,070.10","427,998.40","1,919.60","1,583.00",478.7
4/24/1998,313.2,287.2,"41,032.00",449.7,"12,430.50","2,592.40","2,481,713.00","1,150.20","12,165.90","4,065,311.10","1,070.40","427,136.50","1,916.60","1,583.30",481
4/27/1998,309.7,283.1,"40,949.70",445.7,"12,308.60","2,563.50","2,486,488.70","1,137.30","12,019.10","4,020,649.80","1,058.20","421,743.20","1,892.90","1,563.10",478.2
4/28/1998,308.5,282.8,"40,792.50",443.6,"12,259.30","2,553.40","2,483,022.10","1,132.90","11,901.50","4,005,065.10","1,051.80","415,790.50","1,891.00","1,556.40",479
4/29/1998,308.3,282.5,"40,670.50",442.9,"12,251.40","2,551.70","2,512,237.50","1,132.20","11,890.70","4,002,355.00","1,054.10","412,284.40","1,883.60","1,556.20",475.6
4/30/1998,310.7,284.8,"41,052.80",444.4,"12,339.50","2,571.90","2,508,902.10","1,141.20","12,016.30","4,034,284.80","1,059.50","415,250.50","1,904.40","1,571.10",476.5
5/1/1998,306.9,278.8,"40,833.00",439.3,"12,191.60","2,540.50","2,462,871.70","1,127.20","11,815.70","3,984,946.00","1,046.50","410,171.70","1,882.40","1,550.20",470.3
5/4/1998,306.9,279.3,"40,876.00",440.3,"12,194.70","2,540.70","2,485,889.20","1,127.20","11,831.00","3,984,945.80","1,049.00","413,394.20","1,882.40","1,554.00",476.5
5/5/1998,303.8,275,"40,022.60",437.4,"12,081.40","2,514.90","2,460,778.40","1,115.80","11,681.10","3,944,084.10","1,038.50","409,218.30","1,856.40","1,536.50",473.9
5/6/1998,301,271.3,"39,954.70",433,"11,972.30","2,491.80","2,724,050.00","1,105.50","11,769.10","3,907,578.30","1,029.10","411,918.50","1,842.10","1,522.00",471.4
5/7/1998,298.1,268.5,"39,657.70",429.2,"11,856.90","2,467.90","2,831,948.60","1,094.90","11,603.50","3,868,919.10","1,018.90","417,787.00","1,825.90","1,510.00",468.7
5/8/1998,300.4,271.4,"39,843.50",431,"11,949.90","2,487.00","2,793,719.10","1,103.30","11,595.40","3,899,344.90","1,026.60","416,654.70","1,839.70","1,520.80",471.4
5/11/1998,298.9,271.2,"39,667.00",428.4,"11,885.80","2,474.40","2,809,659.10","1,097.80","11,521.10","3,879,869.50","1,019.60","415,620.30","1,830.50","1,513.20",470.9
5/12/1998,299.4,271.3,"40,063.50",428.7,"11,904.40","2,478.20","2,828,856.10","1,099.50","11,599.80","3,886,613.30","1,023.30","415,497.60","1,839.50","1,518.80",472.2
5/13/1998,299.1,271.5,"40,091.30",431.6,"11,898.20","2,476.20","3,379,828.30","1,098.60","11,664.90","3,883,513.50","1,020.30","423,974.00","1,841.90","1,519.90",475.4
5/14/1998,296.2,268.9,"39,701.90",428.9,"12,003.00","2,451.80","3,376,108.90","1,087.70","11,475.80","3,844,471.60","1,011.90","421,273.20","1,817.50","1,505.90",471.7
5/15/1998,300.9,273.7,"40,344.70",436.5,"12,203.00","2,491.20","3,257,241.40","1,105.20","11,697.50","3,906,163.90","1,028.00","432,543.60","1,859.30","1,529.50",479.5
5/18/1998,300.3,274.4,"40,873.80",436.3,"12,169.60","2,486.30","3,708,702.60","1,103.00","11,831.80","3,898,490.90","1,024.30","433,783.10","1,856.30","1,531.40",483.4
5/19/1998,299.7,273.1,"40,786.20",434.5,"12,140.80","2,481.40","3,776,219.40","1,100.80","11,830.70","3,891,337.60","1,023.60","432,317.20","1,844.80","1,527.70",480.4
5/20/1998,299.6,270.9,"40,781.50",434.2,"12,141.30","2,480.60","3,505,318.30","1,100.40","11,789.30","3,889,106.90","1,023.40","422,286.00","1,845.20","1,529.00",479
5/21/1998,300.6,269.8,"40,716.30",435,"12,190.10","2,488.80","3,321,628.40","1,104.10","11,753.50","3,902,090.70","1,026.80","418,284.70","1,849.70","1,529.00",476.8
5/22/1998,299.8,269.1,"40,684.30",434.8,"12,189.90","2,482.20","3,282,807.90","1,101.20","11,789.60","3,891,704.60","1,024.30","414,773.00","1,844.80","1,525.70",474.1
5/25/1998,299.8,270.6,"41,110.10",434.5,"12,278.30","2,482.20","3,222,847.90","1,101.20","11,767.10","3,892,756.50","1,024.20","415,072.80","1,851.00","1,541.40",479.5
5/26/1998,298,269.6,"41,094.70",433.6,"12,268.10","2,466.90","3,068,884.50","1,094.30","11,702.00","3,868,437.30","1,018.00","415,640.20","1,842.70","1,523.60",479.4
5/27/1998,292.8,266.3,"40,283.90",426.4,"12,099.40","2,423.90","3,073,875.00","1,075.30","11,592.90","3,800,920.30","1,000.30","413,509.40","1,811.50","1,509.10",471
5/28/1998,294,266.9,"40,726.40",428,"12,170.10","2,434.20","3,351,600.00","1,079.90","11,789.40","3,816,707.60","1,002.90","412,188.00","1,808.50","1,519.80",472.9
5/29/1998,293.6,267.3,"40,682.70",427.2,"12,235.80","2,430.80","3,317,678.30","1,078.40","11,858.50","3,811,807.70","1,001.60","413,241.80","1,811.40","1,513.80",468.7
6/1/1998,288.8,262.5,"40,318.20",420.4,"12,048.10","2,390.70","3,356,718.80","1,060.60","12,127.50","3,749,305.40",985,"403,816.90","1,785.20","1,506.00",469.3
6/2/1998,291.5,265.1,"40,466.40",423.6,"12,172.40","2,413.20","3,424,536.90","1,070.50","12,168.00","3,783,746.40",994.2,"409,050.00","1,795.50","1,499.70",473.4
6/3/1998,292.4,264.5,"40,434.50",425.1,"12,217.90","2,421.00","3,377,218.90","1,074.00","12,280.80","3,796,956.30",999.2,"407,166.90","1,802.10","1,493.70",477.9
6/4/1998,292.8,263.7,"40,475.20",426,"12,237.60","2,424.20","3,411,117.70","1,075.50","12,561.10","3,802,297.60",998.8,"407,723.70","1,809.40","1,497.70",476.9
6/5/1998,290.7,263.1,"40,570.10",424.4,"12,150.50","2,406.80","3,386,654.40","1,067.70","12,587.30","3,774,769.70",994.1,"405,381.10","1,797.00","1,493.20",483.9
6/8/1998,291.7,264.7,"40,957.60",426.1,"12,192.70","2,415.20","3,412,889.40","1,071.40","12,616.00","3,795,642.20",995.1,"408,088.20","1,803.10","1,506.10",487.6
6/9/1998,297.6,270.4,"41,757.70",434,"12,566.20","2,464.10","3,533,998.30","1,093.10","12,767.00","3,864,480.00","1,015.20","415,449.40","1,844.20","1,534.10",498.2
6/10/1998,293,268.8,"41,387.70",429.6,"12,402.70","2,426.00","3,867,600.00","1,076.20","12,724.30","3,804,639.40",999.5,"408,368.80","1,816.80","1,523.30",498.8
6/11/1998,290.3,267.4,"41,393.90",425.8,"12,284.00","2,403.60","3,977,107.30","1,066.30","12,570.00","3,769,832.60",990.4,"404,387.60","1,802.90","1,526.40",492.8
6/12/1998,288.2,265.4,"41,552.70",422.9,"12,102.30","2,385.90","4,019,691.10","1,058.40","12,534.50","3,741,626.40",985.9,"402,977.60","1,789.60","1,530.40",485.6
6/15/1998,285.9,264.6,"41,828.40",421.1,"12,074.30","2,366.80","4,201,992.90","1,049.90","12,520.20","3,710,933.60",975.1,"410,480.40","1,775.90","1,537.20",487.1
6/16/1998,287,263.5,"41,389.70",421.8,"12,132.90","2,376.30","4,362,400.00","1,054.10","12,407.00","3,726,583.50",980.8,"410,840.50","1,775.40","1,540.80",484.6
6/17/1998,290.9,265.8,"40,196.60",426.1,"12,264.30","2,408.60","4,871,118.90","1,068.50","11,956.00","3,777,656.10",992.4,"413,223.30","1,805.30","1,553.10",479
6/18/1998,292.5,267.2,"40,175.30",429.3,"12,341.40","2,421.40","4,240,524.30","1,074.10","12,063.60","3,797,789.40",999.5,"407,529.00","1,816.90","1,582.90",481
6/19/1998,297.8,271,"39,880.60",437.9,"12,559.10","2,465.30","4,213,162.50","1,093.50","12,148.20","3,866,166.30","1,017.70","414,914.60","1,849.60","1,628.80",476.6
6/22/1998,295.2,270.4,"40,754.30",435.1,"12,610.30","2,443.70","4,323,946.10","1,084.10","12,219.20","3,832,523.20","1,007.40","411,143.80","1,835.20","1,626.30",485.2
6/23/1998,294.5,270.7,"40,933.00",432.8,"12,630.40","2,438.00","4,313,691.80","1,081.50","12,131.30","3,823,433.20","1,005.20","407,518.70","1,831.50","1,609.20",483.7
6/24/1998,293.9,270.3,"41,321.20",432.2,"12,542.20","2,433.00","4,363,670.30","1,079.30","12,084.60","3,815,641.60","1,002.80","405,659.70","1,827.60","1,597.80",482.8
6/25/1998,293.2,268.8,"41,404.50",429.8,"12,495.50","2,427.30","4,309,303.60","1,076.70","12,085.10","3,806,844.80","1,000.40","402,494.80","1,824.30","1,640.90",483.5
6/26/1998,293.7,271.3,"41,914.10",431.3,"12,522.70","2,431.30","4,448,796.00","1,078.60","12,215.80","3,813,517.90","1,002.10","407,145.60","1,828.30","1,725.20",485.1
6/29/1998,293.7,271.8,"41,580.80",431.8,"12,493.30","2,431.40","4,448,796.00","1,078.60","12,465.40","3,813,343.20","1,002.10","406,264.60","1,827.20","1,741.30",482.6
6/30/1998,296.3,273,"41,122.00",435.7,"12,555.70","2,453.30","4,385,237.10","1,088.30","12,533.50","3,847,599.50","1,010.80","406,819.60","1,845.80","1,745.20",478.4
7/1/1998,296.8,275.5,"41,178.00",435.4,"12,523.50","2,457.50","4,348,117.10","1,090.20","12,510.10","3,853,053.10","1,012.70","406,764.10","1,851.10","1,785.30",480.4
7/2/1998,294.1,273.5,"41,502.20",431.3,"12,492.70","2,434.70","4,278,424.70","1,080.00","12,379.50","3,818,829.30","1,003.80","402,260.10","1,831.90","1,843.70",479.9
7/3/1998,294.6,273.5,"41,059.90",432.3,"12,508.70","2,439.20","4,301,157.90","1,082.10","12,225.90","3,825,084.40","1,004.70","399,624.70","1,836.10","1,881.00",476.3
7/6/1998,293.3,270.7,"41,040.30",431.5,"12,455.80","2,428.10","4,296,112.50","1,077.10","12,140.60","3,807,731.60","1,000.30","394,714.50","1,829.00","1,897.30",475.7
7/7/1998,293.8,271.8,"40,644.70",432.4,"12,475.60","2,432.10","4,332,812.50","1,078.90","12,102.50","3,813,166.40","1,004.60","395,240.60","1,833.90","1,794.80",473.3
7/8/1998,292,271,"40,801.20",430.4,"12,427.50","2,417.60","4,438,400.00","1,072.50","12,059.60","3,791,623.10",996.8,"389,090.00","1,822.40","1,800.20",473.6
7/9/1998,291.8,272.5,"41,222.60",429.9,"12,430.70","2,416.00","4,486,422.00","1,071.80","12,241.00","3,789,343.80",996.2,"381,528.30","1,820.70","1,835.40",476.3
7/10/1998,290.6,269.8,"40,967.30",429.6,"12,356.30","2,406.10","4,446,177.80","1,067.30","12,190.70","3,789,464.40",992.1,"381,557.60","1,814.50","1,870.00",472.7
7/13/1998,291.5,268.4,"41,072.40",430.9,"12,417.20","2,413.50","4,452,662.50","1,070.70","12,184.70","3,785,858.40",994.6,"382,593.80","1,815.90","1,805.10",474.7
7/14/1998,293.4,269.5,"40,953.10",434,"12,507.00","2,428.80","4,268,240.40","1,077.40","12,115.40","3,809,886.90","1,000.70","378,128.00","1,819.20","1,763.00",470.6
7/15/1998,293.2,269.9,"41,167.00",435.1,"12,486.00","2,427.20","4,236,016.10","1,076.70","12,136.40","3,806,261.10","1,000.80","376,111.30","1,818.30","1,797.70",469.9
7/16/1998,295,269.9,"41,222.20",438.8,"12,553.10","2,442.10","3,878,591.90","1,083.30","11,938.10","3,830,984.50","1,006.20","378,568.30","1,830.60","1,825.70",467.6
7/17/1998,293.8,268.3,"41,011.50",437.3,"12,493.80","2,432.60","3,951,607.40","1,079.10","11,979.70","3,816,310.90","1,002.20","377,092.10","1,823.90","1,880.30",468.4
7/20/1998,294.9,267.8,"40,967.90",438.4,"12,530.40","2,441.30","4,172,125.40","1,083.00","12,000.40","3,829,842.70","1,009.40","380,061.50","1,831.60","1,848.70",468.3
7/21/1998,294.9,269.2,"41,325.80",440,"12,511.10","2,441.70","4,143,343.60","1,083.20","12,068.80","3,830,602.60","1,009.60","380,863.20","1,835.00","1,860.80",470
7/22/1998,294,268.8,"41,444.00",439.4,"12,472.30","2,433.80","4,159,391.80","1,079.70","12,037.30","3,817,824.70","1,006.90","379,195.40","1,837.20","1,846.00",473.4
7/23/1998,293.3,268.5,"41,440.30",438.8,"12,463.80","2,428.40","4,135,527.30","1,077.30","12,069.30","3,809,375.40","1,004.90","373,957.30","1,836.40","1,831.70",474.5
