Date,US_dollar,Euro,Japanese_yen,Canadian_dollar,Indian_rupee,Chinese_renmimbi,Indonesian_rupiah,UAE_dirham,Thai_baht,Vietnamese_dong,Egyptian_pound,Korean_won,Russian_ruble,SouthAfrican_rand,Australian_dollar
12/29/1978,226,137.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/1/1979,226,137.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/2/1979,226.8,137.3,"43,164.90",263.7,"1,792.90",#N/A,"138,160.50",851.3,"4,454.60",#N/A,#N/A,"107,470.00",#N/A,194.6,193.6
1/3/1979,218.6,134,"43,717.90",264.4,"1,802.20",#N/A,"138,877.00",855.7,"4,477.70",#N/A,#N/A,"108,027.40",#N/A,192.2,193
1/4/1979,223.2,136.8,"43,674.90",264.1,"1,811.70",#N/A,"139,616.30",860.3,"4,501.50",#N/A,#N/A,"108,602.50",#N/A,193,194.6
1/5/1979,225.5,138.4,"44,582.50",268.4,"1,843.60",#N/A,"142,069.10",875.4,"4,580.60",#N/A,#N/A,"110,510.40",#N/A,196.4,197.9
1/8/1979,223.1,136.4,"44,436.20",269.5,"1,841.30",#N/A,"141,870.90",869.7,"4,574.20",#N/A,#N/A,"110,356.30",#N/A,197.2,197.9
1/9/1979,224,137.3,"44,045.60",266.3,"1,822.50",#N/A,"140,446.70",860.9,"4,528.30",#N/A,#N/A,"109,248.40",#N/A,195,195.9
1/10/1979,220.7,135.5,"43,366.40",261.8,"1,803.50",#N/A,"138,981.00",852,"4,481.00",#N/A,#N/A,"108,108.30",#N/A,192,192.7
1/11/1979,220.7,135.9,"43,770.60",262.5,"1,814.60",#N/A,"139,833.80",857.2,"4,508.50",#N/A,#N/A,"108,771.70",#N/A,192.4,193.8
1/12/1979,217.6,134.1,"42,837.10",257.2,"1,782.60",#N/A,"137,371.80",842.1,"4,429.10",#N/A,#N/A,"106,856.60",#N/A,187.1,189.8
1/15/1979,216.9,133.8,"42,795.30",256.8,"1,782.00",#N/A,"135,122.40",825.5,"4,374.70",#N/A,#N/A,"106,819.80",#N/A,187.3,189.8
1/16/1979,220.7,135.6,"43,225.90",260.9,"1,796.50",#N/A,"136,222.90",832.3,"4,410.40",#N/A,#N/A,"107,689.80",#N/A,189.3,191.9
1/17/1979,227.3,139.2,"44,349.70",267.6,"1,842.10",#N/A,"139,676.20",853.4,"4,522.20",#N/A,#N/A,"110,419.80",#N/A,196,197.1
1/18/1979,231.8,141.7,"44,823.40",270.8,"1,861.70",#N/A,"141,168.10",862.5,"4,570.50",#N/A,#N/A,"111,599.20",#N/A,197.1,199
1/19/1979,230.6,141.1,"46,908.80",280.9,"1,940.80",#N/A,"147,159.40",899.1,"4,764.40",#N/A,#N/A,"116,335.50",#N/A,206.5,207.6
1/22/1979,235,144,"46,387.40",278.3,"1,886.90",#N/A,"146,492.80",898.4,"4,746.60",#N/A,#N/A,"115,493.30",#N/A,203.5,205.7
1/23/1979,230,141.1,"45,633.10",273.3,"1,895.40",#N/A,"144,110.70",883.8,"4,669.50",#N/A,#N/A,"113,615.30",#N/A,200.7,202
1/24/1979,236.1,144.7,"46,372.40",278.9,"1,926.10",#N/A,"146,445.40",898.1,"4,745.10",#N/A,#N/A,"115,456.00",#N/A,203.9,205.6
1/25/1979,233.9,144,"46,890.30",280.1,"1,937.80",#N/A,"147,335.80",903.6,"4,774.00",#N/A,#N/A,"116,157.90",#N/A,205.2,206.5
1/26/1979,235.5,144.6,"46,801.30",279.6,"1,929.30",#N/A,"146,687.10",899.6,"4,752.90",#N/A,#N/A,"115,646.50",#N/A,204.3,206
1/29/1979,235.2,145.3,"46,917.30",279.3,"1,887.00",#N/A,"146,264.70",896.1,"4,721.90",#N/A,#N/A,"115,498.50",#N/A,203.1,206
1/30/1979,233.5,144.1,"46,907.20",278.5,"1,921.60",#N/A,"145,868.40",893.7,"4,709.10",#N/A,#N/A,"115,185.50",#N/A,203.1,205.6
1/31/1979,233.7,144.8,"45,160.30",267.1,"1,840.80",#N/A,"139,739.30",856.1,"4,511.30",#N/A,#N/A,"108,235.80",#N/A,194.5,197.2
2/1/1979,229.4,142.9,"47,160.50",279.2,"1,927.10",#N/A,"146,291.20",896.3,"4,722.80",#N/A,#N/A,"113,310.70",#N/A,202.3,205.8
2/2/1979,230.3,143.5,"46,328.30",275.5,"1,907.40",#N/A,"144,790.60",887.1,"4,674.30",#N/A,#N/A,"112,148.30",#N/A,199.4,203.5
2/5/1979,243.1,150.3,"47,766.00",285.8,"1,971.90",#N/A,"149,178.80",909.7,"4,797.30",#N/A,#N/A,"115,919.10",#N/A,207,210.9
2/6/1979,244.5,150.8,"48,317.70",289.7,"1,996.80",#N/A,"151,091.60",921.4,"4,858.80",#N/A,#N/A,"117,405.40",#N/A,211,214
2/7/1979,251.6,153.7,"48,835.70",296.9,"2,031.00",#N/A,"153,677.80",937.2,"4,942.00",#N/A,#N/A,"119,415.10",#N/A,215.6,218.4
2/8/1979,250.5,153.5,"50,293.30",303.3,"2,081.00",#N/A,"157,467.50",960.3,"5,063.90",#N/A,#N/A,"122,359.80",#N/A,217.6,223.1
2/9/1979,246.8,151.3,"48,548.60",291.4,"2,000.90",#N/A,"151,432.50",923.5,"4,869.80",#N/A,#N/A,"117,670.30",#N/A,208.8,214.7
2/12/1979,244.3,150,"49,820.40",298,"2,046.40",#N/A,"156,000.00",961.5,"5,036.80",#N/A,#N/A,"120,300.10",#N/A,214.3,220
2/13/1979,240.6,148.1,"48,714.80",291,"2,000.60",#N/A,"152,538.20",940.2,"4,925.10",#N/A,#N/A,"117,630.50",#N/A,208.7,214.4
2/14/1979,240.7,148.3,"47,638.50",283.2,"1,946.70",#N/A,"148,426.10",914.9,"4,792.30",#N/A,#N/A,"114,459.40",#N/A,202.6,209.9
2/15/1979,247.8,152.4,"49,146.70",292.6,"2,008.30",#N/A,"153,125.00",943.8,"4,944.00",#N/A,#N/A,"118,083.00",#N/A,209.8,216.4
2/16/1979,247.1,152.2,"49,351.90",293.5,"2,016.70",#N/A,"153,764.40",947.8,"4,964.70",#N/A,#N/A,"118,576.00",#N/A,210,217.2
2/19/1979,248.1,152.8,"50,094.50",298.3,"2,047.40",#N/A,"156,000.10",959.5,"5,087.30",#N/A,#N/A,"120,360.20",#N/A,213.6,220.5
2/20/1979,247,152.2,"49,921.70",296.4,"2,032.40",#N/A,"154,884.10",952.7,"5,050.90",#N/A,#N/A,"119,499.20",#N/A,210,219.3
2/21/1979,250.8,154.6,"50,398.60",297.8,"2,039.20",#N/A,"155,400.90",955.8,"5,067.80",#N/A,#N/A,"119,897.90",#N/A,211,220.5
2/22/1979,252.4,155.4,"50,607.40",300.2,"2,052.70",#N/A,"156,429.90",962.2,"5,101.40",#N/A,#N/A,"120,691.80",#N/A,212.6,222.3
2/23/1979,251,154.4,"50,405.40",299.4,"2,042.00",#N/A,"155,613.40",957.1,"5,074.70",#N/A,#N/A,"120,061.90",#N/A,211.7,221.3
2/26/1979,248.6,152.7,"50,592.60",299.7,"2,034.50",#N/A,"156,436.90",957.4,"5,042.20",#N/A,#N/A,"119,622.70",#N/A,211.5,221.7
2/27/1979,247.9,152.5,"50,111.40",296.3,"2,012.70",#N/A,"154,759.60",947.1,"4,988.20",#N/A,#N/A,"118,340.20",#N/A,210.3,219.5
2/28/1979,251.3,154.6,"50,209.10",295.5,"2,011.70",#N/A,"154,683.10",946.6,"4,985.70",#N/A,#N/A,"119,929.30",#N/A,209.4,219.6
3/1/1979,248.8,153.3,"50,821.00",295.7,"2,023.90",#N/A,"155,619.50",952.4,"5,015.90",#N/A,#N/A,"120,655.20",#N/A,210.2,221.2
3/2/1979,248,152.8,"50,920.80",295,"2,020.50",#N/A,"155,360.10",950.8,"5,007.50",#N/A,#N/A,"120,454.20",#N/A,210,221.3
3/5/1979,238.2,147,"49,760.50",287.5,"1,972.10",#N/A,"151,749.80",929.2,"4,898.60",#N/A,#N/A,"117,567.50",#N/A,204.8,216
3/6/1979,239.8,147.9,"48,982.70",283.9,"1,941.20",#N/A,"149,377.60",914.7,"4,822.00",#N/A,#N/A,"115,729.60",#N/A,202,212.9
3/7/1979,242.3,149.1,"49,423.00",286.7,"1,954.00",#N/A,"150,357.70",920.7,"4,853.70",#N/A,#N/A,"116,489.00",#N/A,204,214.9
3/8/1979,239.2,147.1,"48,791.80",281.9,"1,919.80",#N/A,"147,726.40",904.6,"4,768.70",#N/A,#N/A,"114,450.40",#N/A,201,212.2
3/9/1979,241,148.4,"49,315.20",284.1,"1,938.10",#N/A,"149,132.50",913.2,"4,814.10",#N/A,#N/A,"115,539.80",#N/A,202.7,213.8
3/12/1979,240,148,"49,652.40",283.9,"1,939.70",#N/A,"150,625.10",924.6,"4,867.20",#N/A,#N/A,"115,638.20",#N/A,203,214.5
3/13/1979,239.1,147.8,"50,063.30",280.6,"1,963.40",#N/A,"149,735.20",919.1,"4,838.50",#N/A,#N/A,"114,954.90",#N/A,202.2,214.2
3/14/1979,239.5,147.8,"49,758.40",281.1,"1,969.90",#N/A,"150,232.00",922.2,"4,854.50",#N/A,#N/A,"115,336.30",#N/A,202.3,214.3
3/15/1979,240.1,148.2,"49,673.70",281.4,"1,970.10",#N/A,"150,243.20",922.2,"4,854.90",#N/A,#N/A,"115,344.90",#N/A,202.1,214.1
3/16/1979,244,150.8,"49,687.00",280.8,"1,972.90",#N/A,"150,461.70",923.6,"4,862.00",#N/A,#N/A,"115,512.70",#N/A,202.3,214
3/19/1979,242.3,149.7,"50,584.70",284.6,"2,016.90",#N/A,"152,500.40",938.1,"4,947.80",#N/A,#N/A,"118,090.20",#N/A,206.3,217.8
3/20/1979,242.1,149.4,"50,126.50",283,"1,991.60",#N/A,"150,580.70",926.3,"4,885.50",#N/A,#N/A,"116,603.60",#N/A,204.1,216
3/21/1979,239.9,148.3,"49,778.10",280.2,"1,977.70",#N/A,"149,534.20",919.9,"4,851.60",#N/A,#N/A,"115,793.20",#N/A,203.4,215
3/22/1979,242.9,149.9,"49,959.60",283.7,"1,998.00",#N/A,"151,066.30",929.3,"4,901.30",#N/A,#N/A,"116,979.60",#N/A,205,216.9
3/23/1979,242.5,149.7,"49,816.20",282.7,"1,987.50",#N/A,"150,273.20",924.4,"4,875.60",#N/A,#N/A,"116,365.50",#N/A,204,215.8
3/26/1979,245.3,151,"50,353.10",285.2,"1,989.90",#N/A,"152,687.70",933.9,"4,937.20",#N/A,#N/A,"116,508.10",#N/A,205.5,217.5
3/27/1979,244.4,150.7,"51,005.20",287.9,"2,006.20",#N/A,"153,937.70",941.5,"4,977.60",#N/A,#N/A,"117,461.90",#N/A,208.4,219.9
3/28/1979,244.4,150.7,"50,684.10",283.7,"1,988.90",#N/A,"152,609.90",933.4,"4,934.60",#N/A,#N/A,"116,448.70",#N/A,206.3,218.1
3/29/1979,241.5,149.1,"50,335.80",281.1,"1,966.00",#N/A,"150,853.30",922.7,"4,877.80",#N/A,#N/A,"115,108.30",#N/A,203.9,215.8
3/30/1979,240.1,148,"50,274.30",278.2,"1,940.20",#N/A,"148,844.20",910.4,"4,812.90",#N/A,#N/A,"116,123.60",#N/A,202.4,214.6
4/2/1979,239.7,148.5,"50,844.10",277.6,"1,948.10",#N/A,"150,001.60",922.9,"4,849.60",#N/A,#N/A,"116,233.10",#N/A,203.1,215.2
4/3/1979,240,148.8,"51,208.10",278.1,"1,942.60",#N/A,"150,047.90",923.1,"4,851.10",#N/A,#N/A,"116,269.00",#N/A,202.9,215.6
4/4/1979,239.8,148.5,"51,481.10",277,"1,940.80",#N/A,"149,912.80",922.3,"4,846.80",#N/A,#N/A,"116,164.30",#N/A,202.7,215.7
4/5/1979,240.7,149.1,"51,850.40",277,"1,939.50",#N/A,"149,806.90",921.7,"4,843.30",#N/A,#N/A,"116,082.20",#N/A,202.9,216.3
4/6/1979,239.8,148.5,"51,488.40",275.8,"1,922.70",#N/A,"148,511.80",913.7,"4,801.50",#N/A,#N/A,"115,078.70",#N/A,203.4,216.1
4/9/1979,240.2,149.9,"51,461.30",276.3,"1,957.60",#N/A,"150,000.10",919.2,"4,835.30",#N/A,#N/A,"114,762.10",#N/A,203.1,215.6
4/10/1979,239.8,149.3,"50,895.10",274.8,"1,946.30",#N/A,"149,180.20",914.2,"4,808.80",#N/A,#N/A,"114,134.80",#N/A,202.6,215.6
4/11/1979,238.4,148.3,"50,867.50",274.3,"1,956.20",#N/A,"149,938.70",918.8,"4,833.30",#N/A,#N/A,"114,715.20",#N/A,203.4,216
4/12/1979,234,145.9,"50,311.20",267.7,"1,917.60",#N/A,"146,059.80",900.7,"4,740.50",#N/A,#N/A,"112,447.70",#N/A,198.5,211.2
4/13/1979,234,145.9,"50,311.20",267.7,"1,917.60",#N/A,"146,059.80",900.7,"4,740.50",#N/A,#N/A,"112,447.70",#N/A,198.5,211.2
4/16/1979,234,145.9,"50,311.20",267.7,"1,917.60",#N/A,"146,059.80",898.4,"4,740.50",#N/A,#N/A,"112,447.70",#N/A,198.5,211.2
4/17/1979,231.9,144.8,"50,326.70",264.9,"1,897.50",#N/A,"144,532.00",889,"4,691.00",#N/A,#N/A,"111,271.50",#N/A,196.4,209.3
4/18/1979,233.2,145.4,"50,551.00",267.4,"1,931.50",#N/A,"147,125.40",905,"4,775.10",#N/A,#N/A,"113,268.10",#N/A,199.3,211.9
4/19/1979,240.9,149.9,"52,131.70",275.6,"1,980.30",#N/A,"150,839.70",927.8,"4,895.70",#N/A,#N/A,"116,127.60",#N/A,204.7,217.5
4/20/1979,236.4,147.7,"51,974.40",271.2,"1,965.60",#N/A,"149,718.50",920.9,"4,859.30",#N/A,#N/A,"115,264.50",#N/A,201.7,215.3
4/23/1979,236.9,147.8,"51,665.50",270.3,"1,953.90",#N/A,"147,936.10",908.6,"4,785.20",#N/A,#N/A,"114,579.40",#N/A,200.8,213.8
4/24/1979,239.7,149.3,"52,353.10",273.7,"1,982.10",#N/A,"150,071.20",921.7,"4,854.30",#N/A,#N/A,"116,233.10",#N/A,203.1,217
4/25/1979,241.8,150.4,"52,722.50",275.5,"2,020.70",#N/A,"152,995.70",939.7,"4,948.90",#N/A,#N/A,"118,498.20",#N/A,205.9,219.1
4/26/1979,242.2,150.7,"52,836.40",277.5,"2,025.10",#N/A,"153,326.30",941.7,"4,959.60",#N/A,#N/A,"118,754.20",#N/A,205.7,219.1
4/27/1979,243.7,151.2,"53,323.20",277.2,"2,016.60",#N/A,"152,682.60",937.7,"4,938.70",#N/A,#N/A,"118,255.70",#N/A,205.2,219.9
4/30/1979,245.3,152.8,"54,144.60",278.5,"2,013.10",#N/A,"152,453.60",930.2,"4,891.00",#N/A,#N/A,"117,423.30",#N/A,206.9,221.1
5/1/1979,247.3,152.8,"54,994.60",281.6,"2,044.70",#N/A,"154,846.90",944.8,"4,967.80",#N/A,#N/A,"119,266.60",#N/A,209,223.9
5/2/1979,246.3,153.2,"55,508.90",281.5,"2,036.10",#N/A,"154,196.50",940.9,"4,946.90",#N/A,#N/A,"118,765.70",#N/A,209.3,224.3
5/3/1979,246.5,153.3,"55,244.10",281.3,"2,019.60",#N/A,"152,968.10",933.4,"4,907.50",#N/A,#N/A,"117,819.50",#N/A,208.5,223.3
5/4/1979,248.5,154.5,"54,691.30",284.4,"2,034.50",#N/A,"154,750.10",940.1,"5,002.40",#N/A,#N/A,"118,673.50",#N/A,209.1,224.3
5/7/1979,248.5,154.5,"54,691.30",284.4,"2,034.50",#N/A,"154,750.10",940.1,"5,002.40",#N/A,#N/A,"118,673.50",#N/A,209.1,224.3
5/8/1979,249,154.8,"56,574.90",289.4,"2,066.00",#N/A,"157,169.30",954.8,"5,080.60",#N/A,#N/A,"120,528.70",#N/A,211.2,225.5
5/9/1979,248,154.1,"52,685.40",286.5,"2,039.60",#N/A,"155,159.10",942.6,"5,015.60",#N/A,#N/A,"118,987.20",#N/A,208.5,221.9
5/10/1979,252.3,157.1,"53,975.20",291.7,"2,096.60",#N/A,"159,500.10",969,"5,155.90",#N/A,#N/A,"122,316.10",#N/A,214.3,227.2
5/11/1979,251.5,156.7,"54,147.00",291.7,"2,103.30",#N/A,"160,007.70",972.1,"5,172.30",#N/A,#N/A,"122,705.40",#N/A,213.8,227.9
5/14/1979,251,156.4,"53,537.50",291.4,"2,090.00",#N/A,"156,687.50",961.6,"5,089.40",#N/A,#N/A,"122,158.00",#N/A,212.8,225.8
5/15/1979,255.5,159.6,"54,229.80",294.1,"2,066.60",#N/A,"156,916.40",963,"5,096.90",#N/A,#N/A,"122,336.40",#N/A,213.1,227.7
5/16/1979,256.5,160.1,"54,923.00",296.1,"2,090.70",#N/A,"158,742.20",974.2,"5,156.20",#N/A,#N/A,"123,759.90",#N/A,216.2,230.6
5/17/1979,256.8,160.7,"55,795.90",297.6,"2,107.20",#N/A,"159,998.30",981.9,"5,197.00",#N/A,#N/A,"124,739.10",#N/A,217.5,232.7
5/18/1979,256.4,161.1,"56,328.20",297.2,"2,115.50",#N/A,"160,623.30",985.7,"5,217.30",#N/A,#N/A,"125,226.40",#N/A,216.9,233.1
5/21/1979,262,164.9,"57,123.70",302.2,"2,148.90",#N/A,"163,164.90","1,000.10","5,288.30",#N/A,#N/A,"127,208.00",#N/A,220.3,236.1
5/22/1979,265.4,166.8,"58,180.60",307.2,"2,181.40",#N/A,"165,628.40","1,015.20","5,368.20",#N/A,#N/A,"129,128.60",#N/A,223,239.9
5/23/1979,264.2,165.9,"57,750.80",304.4,"2,154.50",#N/A,"163,584.70","1,002.60","5,301.90",#N/A,#N/A,"127,535.20",#N/A,221.5,238.5
5/24/1979,263.8,165.4,"57,519.30",303.9,"2,155.40",#N/A,"163,654.50","1,003.10","5,304.20",#N/A,#N/A,"127,589.70",#N/A,221.2,238.3
5/25/1979,270.6,170,"59,393.00",313,"2,215.70",#N/A,"168,828.90","1,031.20","5,469.20",#N/A,#N/A,"131,161.70",#N/A,227.8,244.8
5/28/1979,270.6,170,"59,393.00",313,"2,215.70",#N/A,"168,828.90","1,031.20","5,469.20",#N/A,#N/A,"131,161.70",#N/A,227.8,244.8
5/29/1979,273.8,172.2,"61,318.30",319.8,"2,260.00",#N/A,"172,201.60","1,051.80","5,578.40",#N/A,#N/A,"133,781.90",#N/A,232.3,250
5/30/1979,270.3,169.7,"60,036.90",316.3,"2,228.60",#N/A,"169,812.00","1,037.20","5,501.00",#N/A,#N/A,"131,925.50",#N/A,230.1,247.2
5/31/1979,274.6,172,"61,057.10",321.6,"2,253.40",#N/A,"171,656.10","1,048.40","5,560.80",#N/A,#N/A,"133,889.60",#N/A,233.7,250.7
6/1/1979,275.1,172.7,"61,222.20",322.7,"2,244.70",#N/A,"170,995.30","1,044.40","5,539.30",#N/A,#N/A,"133,374.10",#N/A,233.2,250
6/4/1979,272.9,171,"60,143.80",321.6,"2,215.50",#N/A,"170,917.70","1,049.50","5,525.20",#N/A,#N/A,"131,670.30",#N/A,231.2,247.1
6/5/1979,274.8,172.3,"60,913.30",323.9,"2,231.00",#N/A,"172,068.40","1,056.50","5,562.40",#N/A,#N/A,"132,556.70",#N/A,232.7,249.4
6/6/1979,280,175.7,"61,851.50",329.5,"2,277.70",#N/A,"175,674.50","1,078.70","5,679.00",#N/A,#N/A,"135,334.80",#N/A,236.9,254
6/7/1979,276.1,173.2,"61,289.20",329.1,"2,275.70",#N/A,"175,517.50","1,077.70","5,673.90",#N/A,#N/A,"135,213.90",#N/A,236,252.7
6/8/1979,280,175.5,"60,878.70",325.9,"2,263.00",#N/A,"174,534.70","1,071.70","5,642.10",#N/A,#N/A,"134,456.80",#N/A,234.6,251
6/11/1979,282.4,177,"61,768.20",331.8,"2,297.90",#N/A,"176,500.10","1,081.10","5,682.70",#N/A,#N/A,"136,496.60",#N/A,238.2,254.7
6/12/1979,277.8,174,"61,274.00",327.6,"2,244.20",#N/A,"172,420.70","1,056.10","5,551.30",#N/A,#N/A,"133,341.80",#N/A,234.6,251.2
6/13/1979,276.6,173.1,"60,790.60",323.4,"2,208.50",#N/A,"169,675.60","1,039.30","5,463.00",#N/A,#N/A,"131,218.90",#N/A,232.9,249.6
6/14/1979,279,174.5,"61,359.20",326.9,"2,238.80",#N/A,"172,005.20","1,053.60","5,538.00",#N/A,#N/A,"133,020.50",#N/A,234.8,251.7
6/15/1979,280,174.1,"61,190.10",327.2,"2,257.80",#N/A,"171,438.30","1,050.10","5,519.70",#N/A,#N/A,"132,582.10",#N/A,234.7,251.5
6/18/1979,278,172.8,"61,551.70",328,"2,263.10",#N/A,"174,950.30","1,074.20","5,650.00",#N/A,#N/A,"132,933.50",#N/A,236,252.3
6/19/1979,280.3,173,"61,040.10",328.6,"2,238.90",#N/A,"173,029.10","1,062.40","5,588.00",#N/A,#N/A,"131,473.70",#N/A,233.4,249.6
6/20/1979,281.4,173.1,"61,423.70",329.5,"2,240.90",#N/A,"173,184.00","1,063.30","5,593.00",#N/A,#N/A,"131,591.30",#N/A,236.2,251.5
6/21/1979,282.3,173.5,"61,430.40",329.8,"2,232.80",#N/A,"172,555.90","1,059.50","5,572.70",#N/A,#N/A,"131,114.10",#N/A,237,252
6/22/1979,283.5,173.7,"60,816.20",331.3,"2,274.30",#N/A,"173,233.90","1,063.60","5,594.60",#N/A,#N/A,"131,629.30",#N/A,238.3,252.9
6/25/1979,283.9,172.9,"60,879.60",332.8,"2,275.70",#N/A,"173,414.70","1,091.10","5,692.60",#N/A,#N/A,"131,766.60",#N/A,240.5,253.9
6/26/1979,281.5,172.2,"60,781.40",328.5,"2,263.20",#N/A,"172,388.70","1,084.60","5,659.00",#N/A,#N/A,"130,987.10",#N/A,237.8,251.1
6/27/1979,281.8,172.1,"60,768.30",326.9,"2,251.80",#N/A,"171,519.60","1,079.20","5,630.40",#N/A,#N/A,"130,326.70",#N/A,237.9,251.2
6/28/1979,275.9,168.4,"60,922.40",328,"2,240.70",#N/A,"170,673.40","1,073.80","5,602.70",#N/A,#N/A,"129,683.70",#N/A,238,250.7
6/29/1979,277.5,169,"60,161.40",322.6,"2,190.60",#N/A,"166,854.40","1,049.80","5,477.30",#N/A,#N/A,"133,065.60",#N/A,232.3,245.5
7/2/1979,282.5,172.3,"61,572.10",329.9,"2,252.70",#N/A,"176,657.20","1,071.60","5,671.10",#N/A,#N/A,"135,330.20",#N/A,238.9,252.1
7/3/1979,281.4,171.4,"61,559.80",328.4,"2,210.00",#N/A,"175,245.60","1,063.00","5,625.80",#N/A,#N/A,"134,248.90",#N/A,236.7,251
7/4/1979,283.5,172.1,"61,420.90",329.2,"2,199.30",#N/A,"174,397.20","1,057.80","5,598.50",#N/A,#N/A,"133,599.00",#N/A,240,252.2
7/5/1979,288.3,174.7,"62,193.30",333.9,"2,221.20",#N/A,"176,134.10","1,068.40","5,654.30",#N/A,#N/A,"134,929.50",#N/A,244.3,255.2
7/6/1979,290.3,176.5,"63,156.60",336.3,"2,258.00",#N/A,"179,047.00","1,086.00","5,747.80",#N/A,#N/A,"137,161.00",#N/A,245.7,258.4
7/9/1979,287.9,175.5,"63,193.00",335.6,"2,328.70",#N/A,"181,342.10","1,107.00","5,871.20",#N/A,#N/A,"138,313.40",#N/A,245.8,258.2
7/10/1979,290.5,176.6,"63,110.60",336.1,"2,307.20",#N/A,"179,607.40","1,096.40","5,815.10",#N/A,#N/A,"136,990.30",#N/A,244.7,257.5
7/11/1979,290.3,175.8,"63,196.60",336.9,"2,300.80",#N/A,"179,111.20","1,093.40","5,799.00",#N/A,#N/A,"136,611.80",#N/A,245.8,258.6
7/12/1979,290.8,176.1,"63,164.40",336.9,"2,306.80",#N/A,"179,574.90","1,096.20","5,814.00",#N/A,#N/A,"136,965.50",#N/A,246,258.7
7/13/1979,287.5,174.1,"62,730.70",335.2,"2,288.60",#N/A,"178,157.80","1,087.60","5,768.10",#N/A,#N/A,"135,884.70",#N/A,243,255.5
7/16/1979,292.8,176.9,"63,167.00",337.7,"2,297.40",#N/A,"182,092.50","1,100.90","5,848.80",#N/A,#N/A,"136,407.40",#N/A,246,258.2
7/17/1979,296.3,178.2,"64,137.30",343.8,"2,307.70",#N/A,"182,913.60","1,105.80","5,875.20",#N/A,#N/A,"137,022.50",#N/A,249.4,262.8
7/18/1979,302.2,181.1,"64,895.20",353.6,"2,358.60",#N/A,"186,882.00","1,129.80","6,002.60",#N/A,#N/A,"139,995.30",#N/A,256.8,268.9
7/19/1979,299.2,179.5,"64,755.70",349.5,"2,344.40",#N/A,"183,278.20","1,108.00","5,886.90",#N/A,#N/A,"137,295.60",#N/A,251.8,265.5
7/20/1979,298.8,180.5,"64,874.20",347.5,"2,353.50",#N/A,"183,985.40","1,112.30","5,909.60",#N/A,#N/A,"137,825.40",#N/A,252.1,265
7/23/1979,304.9,183.3,"65,495.30",352.9,"2,365.20",#N/A,"189,692.30","1,149.00","6,068.00",#N/A,#N/A,"138,444.30",#N/A,254.1,268
7/24/1979,305.3,183.3,"65,716.20",357,"2,362.50",#N/A,"189,568.60","1,148.20","6,064.10",#N/A,#N/A,"138,354.00",#N/A,257.1,269.7
7/25/1979,303.4,182.7,"65,194.30",353.1,"2,339.00",#N/A,"187,686.40","1,136.80","6,003.90",#N/A,#N/A,"136,980.30",#N/A,253.9,266.9
7/26/1979,305.2,183.9,"65,100.50",354.3,"2,331.00",#N/A,"187,042.00","1,132.90","5,983.30",#N/A,#N/A,"136,510.00",#N/A,254.1,267
7/27/1979,305.8,184.6,"65,782.60",357.4,"2,367.30",#N/A,"189,950.40","1,150.50","6,076.30",#N/A,#N/A,"138,632.60",#N/A,256.6,269.9
7/30/1979,301.4,182.4,"66,160.20",355.6,"2,359.40",#N/A,"190,251.60","1,158.60","6,161.80",#N/A,#N/A,"138,179.80",#N/A,255.9,269.4
7/31/1979,296.5,179.7,"63,972.90",345.2,"2,354.10",#N/A,"189,817.00","1,156.00","6,147.70",#N/A,#N/A,"145,048.80",#N/A,248.8,262.8
8/1/1979,290.1,175.6,"62,918.90",341,"2,297.70",#N/A,"185,263.00","1,128.20","6,000.20",#N/A,#N/A,"141,568.90",#N/A,243,257.6
8/2/1979,291.5,176.3,"63,431.70",344.5,"2,315.20",#N/A,"186,677.70","1,136.90","6,046.00",#N/A,#N/A,"142,649.90",#N/A,245.5,258.8
8/3/1979,286.5,173.6,"62,575.10",338.7,"2,278.10",#N/A,"183,689.20","1,118.70","5,949.20",#N/A,#N/A,"140,366.30",#N/A,244.3,255.3
8/6/1979,282.7,171.1,"62,104.30",337.2,"2,298.30",#N/A,"185,223.50","1,102.40","5,998.90",#N/A,#N/A,"141,538.70",#N/A,244.1,255
8/7/1979,285.1,172.7,"61,136.20",331.2,"2,282.60",#N/A,"184,045.40","1,095.40","5,960.80",#N/A,#N/A,"140,638.50",#N/A,237.9,249.6
8/8/1979,289,175,"62,137.00",336,"2,322.30",#N/A,"187,253.20","1,114.50","6,064.70",#N/A,#N/A,"143,089.70",#N/A,240.7,254.3
8/9/1979,297.1,179.4,"63,273.30",343.4,"2,346.50",#N/A,"189,197.80","1,126.00","6,127.70",#N/A,#N/A,"144,575.70",#N/A,245.2,257.6
8/10/1979,303.8,183.5,"65,453.40",355.2,"2,416.10",#N/A,"194,809.90","1,159.40","6,309.40",#N/A,#N/A,"148,864.20",#N/A,253.2,268.2
8/13/1979,298.8,180.6,"65,892.90",356.4,"2,437.20",#N/A,"190,062.60","1,162.80","6,222.10",#N/A,#N/A,"150,173.00",#N/A,255.3,269.3
8/14/1979,292,176.8,"63,535.90",343.5,"2,352.60",#N/A,"183,453.30","1,122.40","6,005.70",#N/A,#N/A,"144,950.80",#N/A,244.4,259.7
